sequence,replicate,condition,random_seed,requested_rate_hz,realized_arrival_rate_hz,requested_packets,delivered_packets,arrived_within_run_packets,random_lost_packets,burst_lost_packets,lost_packets,realized_loss_fraction,burst_loss_fraction,delay_p50_ms,delay_p95_ms,delay_max_ms
parking01,replicate_03_base2042,degraded_2hz,5357452751602403100,2.0,1.8814870730326683,2120,1994,1994,126,0,126,0.059433962264150944,0.0,201.10886190349547,282.0364071641759,382.2235318025664
parking01,replicate_03_base2042,stress_1hz,4859951087850119471,1.0,0.9001698433666828,1060,954,954,106,0,106,0.1,0.0,299.0711517957679,453.00735028516925,587.5317281290643
parking01,replicate_03_base2042,burst_5hz_1s_every_8s,11192929318173212875,5.0,4.3376108699755145,5300,4598,4597,45,665,702,0.13245283018867923,0.12547169811320755,50.07991608294831,83.97428912026683,137.29953144773242
parking01,replicate_03_base2042,burst_2hz_2s_every_10s,2957775099456579022,2.0,1.5295338743159255,2120,1621,1621,96,424,499,0.23537735849056604,0.2,200.0201849849976,276.91359554377914,370.13838884290954
parking02,replicate_03_base2042,ideal_10hz,16774121574046151039,10.0,10.000795671546879,12569,12569,12569,0,0,0,0.0,0.0,0.0,0.0,0.0
parking02,replicate_03_base2042,nominal_5hz,18311670711688988269,5.0,4.94987269255256,6285,6222,6221,63,0,63,0.010023866348448688,0.0,50.017412975141966,83.12704262749864,126.33620240222487
parking02,replicate_03_base2042,degraded_2hz,974939888207688804,2.0,1.886537237428407,2514,2371,2371,143,0,143,0.056881463802704854,0.0,199.32413015316317,279.66177302327833,359.7801879513645
parking02,replicate_03_base2042,stress_1hz,8598722617705574193,1.0,0.8935391470401102,1257,1123,1123,134,0,134,0.10660302307080351,0.0,302.5449686467646,472.6638023130688,626.2806538655639
parking02,replicate_03_base2042,burst_5hz_1s_every_8s,17907959445916833496,5.0,4.330840229153446,6285,5443,5443,58,790,842,0.133969769291965,0.12569610182975338,50.29161829999445,82.20306802570137,126.5577118988173
parking02,replicate_03_base2042,burst_2hz_2s_every_10s,9989329931979177401,2.0,1.521323997453865,2514,1912,1912,120,504,602,0.2394590294351631,0.20047732696897375,201.18145344440876,278.49356419205395,362.0555229953592
playground00,replicate_03_base2042,ideal_10hz,11251209613471576534,10.0,10.000754034082034,13263,13263,13263,0,0,0,0.0,0.0,0.0,0.0,0.0
playground00,replicate_03_base2042,nominal_5hz,10945724652277893706,5.0,4.933645000753883,6632,6544,6543,88,0,88,0.013268998793727383,0.0,49.946900811312716,82.46428599666721,117.32045398642765
playground00,replicate_03_base2042,degraded_2hz,13942898225646411235,2.0,1.8971497511686946,2653,2517,2516,136,0,136,0.051262721447418017,0.0,199.39019184977778,281.5610171007548,384.6064255042586
playground00,replicate_03_base2042,stress_1hz,4866324474953669663,1.0,0.9003166943145554,1327,1195,1194,132,0,132,0.09947249434815374,0.0,298.5841057252955,467.1041475619509,672.4041687399438
playground00,replicate_03_base2042,burst_5hz_1s_every_8s,2873974493225504208,5.0,4.342482280198932,6632,5760,5759,47,830,872,0.13148371531966224,0.12515078407720145,49.807796545936924,82.14123971240281,123.62926917162598
playground00,replicate_03_base2042,burst_2hz_2s_every_10s,1842012786221599460,2.0,1.5012818579399327,2653,1992,1991,168,532,661,0.2491519035054655,0.20052770448548812,200.53742524745036,282.22843751753254,360.48326633645155
street00,replicate_03_base2042,ideal_10hz,14626321526154628941,10.0,10.000727960981312,13738,13738,13738,0,0,0,0.0,0.0,0.0,0.0,0.0
street00,replicate_03_base2042,nominal_5hz,7186852363307432583,5.0,4.940671180024761,6869,6787,6787,82,0,82,0.011937691075848012,0.0,50.475911466506005,83.0622707585122,128.63301361378547
street00,replicate_03_base2042,degraded_2hz,11564712436387493185,2.0,1.8825070976195717,2748,2586,2586,162,0,162,0.05895196506550218,0.0,197.1431375877816,281.7646294604179,361.2139295427339
street00,replicate_03_base2042,stress_1hz,2518371973328431220,1.0,0.905583460726507,1374,1244,1244,130,0,130,0.09461426491994178,0.0,301.2697636179492,466.687491206523,576.7097877667002
street00,replicate_03_base2042,burst_5hz_1s_every_8s,2741854414267381973,5.0,4.336463565552895,6869,5957,5957,57,860,912,0.13277041781918766,0.1252001746979182,50.35578518391901,83.00543356787826,122.41142981664507
street00,replicate_03_base2042,burst_2hz_2s_every_10s,6915301489288594214,2.0,1.5083351532357898,2748,2072,2072,153,552,676,0.24599708879184862,0.20087336244541484,202.2512166869936,282.06570618343187,393.89110499091043
street01,replicate_03_base2042,ideal_10hz,4038693808341487495,10.0,10.000801153661296,12483,12483,12483,0,0,0,0.0,0.0,0.0,0.0,0.0
street01,replicate_03_base2042,nominal_5hz,10082092837684001271,5.0,4.95273193398495,6242,6183,6182,59,0,59,0.009452098686318487,0.0,50.66453291491101,83.07332927438163,112.57771364507383
street01,replicate_03_base2042,degraded_2hz,12373932597740295484,2.0,1.9059445601666445,2497,2379,2379,118,0,118,0.04725670804965959,0.0,198.97111792403032,281.5692727924335,400.1354532382877
street01,replicate_03_base2042,stress_1hz,15250654283907523641,1.0,0.897292100624902,1249,1120,1120,129,0,129,0.10328262610088071,0.0,304.5365883908451,473.9450079627637,654.6978047712814
street01,replicate_03_base2042,burst_5hz_1s_every_8s,13863074935561471933,5.0,4.3342413074827855,6242,5410,5410,59,782,832,0.13329061198333866,0.12528035885933997,50.34249692503508,82.58243135111309,120.11877842017195
street01,replicate_03_base2042,burst_2hz_2s_every_10s,13674462302096584832,2.0,1.5165838807883387,2497,1894,1893,134,500,603,0.24148978774529437,0.2002402883460152,198.49825288408678,282.7614107495432,373.31184165740905
street02,replicate_03_base2042,ideal_10hz,1079784050937075958,10.0,10.00072474271642,13799,13799,13799,0,0,0,0.0,0.0,0.0,0.0,0.0
street02,replicate_03_base2042,nominal_5hz,10701327728941193133,5.0,4.952166980721885,6900,6834,6833,66,0,66,0.009565217391304347,0.0,49.94913685661341,82.35715964396971,128.30930765588798
street02,replicate_03_base2042,degraded_2hz,15901330816451742919,2.0,1.9067980866792449,2760,2631,2631,129,0,129,0.04673913043478261,0.0,199.5906866729176,278.9266318475237,373.18132571657765
street02,replicate_03_base2042,stress_1hz,8161853637045650930,1.0,0.9073778808523051,1380,1252,1252,128,0,128,0.0927536231884058,0.0,297.5269200951119,468.1075132889521,605.1252228094538
street02,replicate_03_base2042,burst_5hz_1s_every_8s,14211329647709039534,5.0,4.331062472822184,6900,5977,5976,61,865,923,0.13376811594202898,0.12536231884057972,50.13421112144653,82.80675455079324,127.50817294178009
street02,replicate_03_base2042,burst_2hz_2s_every_10s,13562163155834978486,2.0,1.530656616901013,2760,2112,2112,118,552,648,0.23478260869565218,0.2,198.66471891703225,287.4677575374051,420.15636073866165
