sequence,method,trace_id,trace_file,n_trace_rows,n_service_windows
ts_2022_09_01_12h32m56s_double_loop_corridor,frozen_v2_checkpoint,replicate_02_base1042_fold_10_street02_trace,results\aifarms_terrasentia_full_study\ts_2022_09_01_12h32m56s_double_loop_corridor\replicate_02_base1042_fold_10_street02_trace.csv,2558,539
ts_2022_09_01_12h32m56s_double_loop_corridor,frozen_v2_checkpoint,replicate_03_base2042_fold_01_building00_trace,results\aifarms_terrasentia_full_study\ts_2022_09_01_12h32m56s_double_loop_corridor\replicate_03_base2042_fold_01_building00_trace.csv,2558,539
ts_2022_09_01_12h32m56s_double_loop_corridor,frozen_v2_checkpoint,replicate_03_base2042_fold_02_building01_trace,results\aifarms_terrasentia_full_study\ts_2022_09_01_12h32m56s_double_loop_corridor\replicate_03_base2042_fold_02_building01_trace.csv,2558,539
ts_2022_09_01_12h32m56s_double_loop_corridor,frozen_v2_checkpoint,replicate_03_base2042_fold_03_building02_trace,results\aifarms_terrasentia_full_study\ts_2022_09_01_12h32m56s_double_loop_corridor\replicate_03_base2042_fold_03_building02_trace.csv,2558,539
ts_2022_09_01_12h32m56s_double_loop_corridor,frozen_v2_checkpoint,replicate_03_base2042_fold_04_parking00_trace,results\aifarms_terrasentia_full_study\ts_2022_09_01_12h32m56s_double_loop_corridor\replicate_03_base2042_fold_04_parking00_trace.csv,2558,539
ts_2022_09_01_12h32m56s_double_loop_corridor,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,results\aifarms_terrasentia_full_study\ts_2022_09_01_12h32m56s_double_loop_corridor\replicate_03_base2042_fold_05_parking01_trace.csv,2558,539
ts_2022_09_01_12h32m56s_double_loop_corridor,frozen_v2_checkpoint,replicate_03_base2042_fold_06_parking02_trace,results\aifarms_terrasentia_full_study\ts_2022_09_01_12h32m56s_double_loop_corridor\replicate_03_base2042_fold_06_parking02_trace.csv,2558,539
ts_2022_09_01_12h32m56s_double_loop_corridor,frozen_v2_checkpoint,replicate_03_base2042_fold_07_playground00_trace,results\aifarms_terrasentia_full_study\ts_2022_09_01_12h32m56s_double_loop_corridor\replicate_03_base2042_fold_07_playground00_trace.csv,2558,539
ts_2022_09_01_12h32m56s_double_loop_corridor,frozen_v2_checkpoint,replicate_03_base2042_fold_08_street00_trace,results\aifarms_terrasentia_full_study\ts_2022_09_01_12h32m56s_double_loop_corridor\replicate_03_base2042_fold_08_street00_trace.csv,2558,539
ts_2022_09_01_12h32m56s_double_loop_corridor,frozen_v2_checkpoint,replicate_03_base2042_fold_09_street01_trace,results\aifarms_terrasentia_full_study\ts_2022_09_01_12h32m56s_double_loop_corridor\replicate_03_base2042_fold_09_street01_trace.csv,2558,539
ts_2022_09_01_12h32m56s_double_loop_corridor,frozen_v2_checkpoint,replicate_03_base2042_fold_10_street02_trace,results\aifarms_terrasentia_full_study\ts_2022_09_01_12h32m56s_double_loop_corridor\replicate_03_base2042_fold_10_street02_trace.csv,2558,539
ts_2022_09_06_12h37m11s_four_rows,physics_only,physics_only,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\physics_only_trace.csv,3598,759
ts_2022_09_06_12h37m11s_four_rows,frozen_v2_checkpoint,replicate_01_base42_fold_01_building00_trace,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\replicate_01_base42_fold_01_building00_trace.csv,3598,759
ts_2022_09_06_12h37m11s_four_rows,frozen_v2_checkpoint,replicate_01_base42_fold_02_building01_trace,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\replicate_01_base42_fold_02_building01_trace.csv,3598,759
ts_2022_09_06_12h37m11s_four_rows,frozen_v2_checkpoint,replicate_01_base42_fold_03_building02_trace,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\replicate_01_base42_fold_03_building02_trace.csv,3598,759
ts_2022_09_06_12h37m11s_four_rows,frozen_v2_checkpoint,replicate_01_base42_fold_04_parking00_trace,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\replicate_01_base42_fold_04_parking00_trace.csv,3598,759
ts_2022_09_06_12h37m11s_four_rows,frozen_v2_checkpoint,replicate_01_base42_fold_05_parking01_trace,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\replicate_01_base42_fold_05_parking01_trace.csv,3598,759
ts_2022_09_06_12h37m11s_four_rows,frozen_v2_checkpoint,replicate_01_base42_fold_06_parking02_trace,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\replicate_01_base42_fold_06_parking02_trace.csv,3598,759
ts_2022_09_06_12h37m11s_four_rows,frozen_v2_checkpoint,replicate_01_base42_fold_07_playground00_trace,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\replicate_01_base42_fold_07_playground00_trace.csv,3598,759
ts_2022_09_06_12h37m11s_four_rows,frozen_v2_checkpoint,replicate_01_base42_fold_08_street00_trace,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\replicate_01_base42_fold_08_street00_trace.csv,3598,759
ts_2022_09_06_12h37m11s_four_rows,frozen_v2_checkpoint,replicate_01_base42_fold_09_street01_trace,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\replicate_01_base42_fold_09_street01_trace.csv,3598,759
ts_2022_09_06_12h37m11s_four_rows,frozen_v2_checkpoint,replicate_01_base42_fold_10_street02_trace,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\replicate_01_base42_fold_10_street02_trace.csv,3598,759
ts_2022_09_06_12h37m11s_four_rows,frozen_v2_checkpoint,replicate_02_base1042_fold_01_building00_trace,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\replicate_02_base1042_fold_01_building00_trace.csv,3598,759
ts_2022_09_06_12h37m11s_four_rows,frozen_v2_checkpoint,replicate_02_base1042_fold_02_building01_trace,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\replicate_02_base1042_fold_02_building01_trace.csv,3598,759
ts_2022_09_06_12h37m11s_four_rows,frozen_v2_checkpoint,replicate_02_base1042_fold_03_building02_trace,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\replicate_02_base1042_fold_03_building02_trace.csv,3598,759
ts_2022_09_06_12h37m11s_four_rows,frozen_v2_checkpoint,replicate_02_base1042_fold_04_parking00_trace,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\replicate_02_base1042_fold_04_parking00_trace.csv,3598,759
ts_2022_09_06_12h37m11s_four_rows,frozen_v2_checkpoint,replicate_02_base1042_fold_05_parking01_trace,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\replicate_02_base1042_fold_05_parking01_trace.csv,3598,759
ts_2022_09_06_12h37m11s_four_rows,frozen_v2_checkpoint,replicate_02_base1042_fold_06_parking02_trace,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\replicate_02_base1042_fold_06_parking02_trace.csv,3598,759
ts_2022_09_06_12h37m11s_four_rows,frozen_v2_checkpoint,replicate_02_base1042_fold_07_playground00_trace,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\replicate_02_base1042_fold_07_playground00_trace.csv,3598,759
ts_2022_09_06_12h37m11s_four_rows,frozen_v2_checkpoint,replicate_02_base1042_fold_08_street00_trace,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\replicate_02_base1042_fold_08_street00_trace.csv,3598,759
ts_2022_09_06_12h37m11s_four_rows,frozen_v2_checkpoint,replicate_02_base1042_fold_09_street01_trace,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\replicate_02_base1042_fold_09_street01_trace.csv,3598,759
ts_2022_09_06_12h37m11s_four_rows,frozen_v2_checkpoint,replicate_02_base1042_fold_10_street02_trace,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\replicate_02_base1042_fold_10_street02_trace.csv,3598,759
ts_2022_09_06_12h37m11s_four_rows,frozen_v2_checkpoint,replicate_03_base2042_fold_01_building00_trace,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\replicate_03_base2042_fold_01_building00_trace.csv,3598,759
ts_2022_09_06_12h37m11s_four_rows,frozen_v2_checkpoint,replicate_03_base2042_fold_02_building01_trace,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\replicate_03_base2042_fold_02_building01_trace.csv,3598,759
ts_2022_09_06_12h37m11s_four_rows,frozen_v2_checkpoint,replicate_03_base2042_fold_03_building02_trace,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\replicate_03_base2042_fold_03_building02_trace.csv,3598,759
ts_2022_09_06_12h37m11s_four_rows,frozen_v2_checkpoint,replicate_03_base2042_fold_04_parking00_trace,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\replicate_03_base2042_fold_04_parking00_trace.csv,3598,759
ts_2022_09_06_12h37m11s_four_rows,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\replicate_03_base2042_fold_05_parking01_trace.csv,3598,759
ts_2022_09_06_12h37m11s_four_rows,frozen_v2_checkpoint,replicate_03_base2042_fold_06_parking02_trace,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\replicate_03_base2042_fold_06_parking02_trace.csv,3598,759
ts_2022_09_06_12h37m11s_four_rows,frozen_v2_checkpoint,replicate_03_base2042_fold_07_playground00_trace,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\replicate_03_base2042_fold_07_playground00_trace.csv,3598,759
ts_2022_09_06_12h37m11s_four_rows,frozen_v2_checkpoint,replicate_03_base2042_fold_08_street00_trace,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\replicate_03_base2042_fold_08_street00_trace.csv,3598,759
ts_2022_09_06_12h37m11s_four_rows,frozen_v2_checkpoint,replicate_03_base2042_fold_09_street01_trace,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\replicate_03_base2042_fold_09_street01_trace.csv,3598,759
ts_2022_09_06_12h37m11s_four_rows,frozen_v2_checkpoint,replicate_03_base2042_fold_10_street02_trace,results\aifarms_terrasentia_full_study\ts_2022_09_06_12h37m11s_four_rows\replicate_03_base2042_fold_10_street02_trace.csv,3598,759
